Sharing Economy Firm,Incumbent Firms,Ticker,Exchange,CI,Market Index,ISF,Date_End(t=1),Date_End(t=12),Date_End(t=24),Date_End(t=3),Date_End(t=36),Date_End(t=6),SP_End(t=1),SP_End(t=12),SP_End(t=24),SP_End(t=3),SP_End(t=36),SP_End(t=6),SP_Start(t=1),SP_Start(t=12),SP_Start(t=24),SP_Start(t=3),SP_Start(t=36),SP_Start(t=6),Volume_End(t=1),Volume_End(t=12),Volume_End(t=24),Volume_End(t=3),Volume_End(t=36),Volume_End(t=6),Volume_Start(t=1),Volume_Start(t=12),Volume_Start(t=24),Volume_Start(t=3),Volume_Start(t=36),Volume_Start(t=6),S&P500_End(t=1),S&P500_End(t=12),S&P500_End(t=24),S&P500_End(t=3),S&P500_End(t=36),S&P500_End(t=6),S&P500_Start(t=1),S&P500_Start(t=12),S&P500_Start(t=24),S&P500_Start(t=3),S&P500_Start(t=36),S&P500_Start(t=6),% Change in Share Price (t=1),% Change in Share Price (t=3),% Change in Share Price (t=6),% Change in Share Price (t=12),% Change in Share Price (t=24),% Change in Share Price (t=36),% Change in Volume (t=1),% Change in Volume (t=3),% Change in Volume (t=6),% Change in Volume (t=12),% Change in Volume (t=24),% Change in Volume (t=36),% Change in S&P500 (t=1),% Change in S&P500 (t=3),% Change in S&P500 (t=6),% Change in S&P500 (t=12),% Change in S&P500 (t=24),% Change in S&P500 (t=36),NASDAQ,NYSE,Other,Sharing Firm Introduced,Relatedness with Sharing Firm
Lending Club,Columbus McKinnon Corp.,CMCO,NASDAQ,0,IXIC,0,8/31/07,8/31/07,8/31/07,8/31/07,8/31/07,8/31/07,27.17,27.17,27.17,27.17,27.17,27.17,25.65,18.49,19.3,30,8.75,23.2,71081,71081,71081,71081,71081,71081,240822,180346,230148,557030,62149,118139,1473.99,1473.99,1473.99,1473.99,1473.99,1473.99,1455.28,1303.82,1220.33,1530.62,1104.24,1406.82,5.925925926,-9.433333333,17.11206897,46.94429421,40.77720207,210.5142857,-70.48400894,-87.23928693,-39.8327394,-60.58631741,-69.11509116,14.37191266,1.28566324,-3.699807921,4.77459803,13.05164823,20.78618079,33.48456857,1,0,0,No,Less Closely Related
Lending Club,Columbus McKinnon Corp.,CMCO,NASDAQ,0,IXIC,1,9/30/07,8/31/08,8/31/09,11/30/07,8/31/10,2/29/08,24.89,27.29,12.3,31.12,12.8,28.64,27.17,27.17,27.17,27.17,27.17,27.17,150447,85916,374773,316211,63344,201395,71081,71081,71081,71081,71081,71081,1526.75,1282.83,1020.63,1481.14,1049.33,1330.63,1473.99,1473.99,1473.99,1473.99,1473.99,1473.99,-8.391608392,14.53809349,5.410379095,0.4416636,-54.72948105,-52.88921605,111.6557167,344.8600892,183.331692,20.87055613,427.2477877,-10.88476527,3.579400132,0.485077918,-9.725981859,-12.96888039,-30.75733214,-28.81023616,1,0,0,Yes,Less Closely Related
Lime,Shimano,SHMDF,OTCMKTS,1,OTCQX,0,1/31/17,1/31/17,1/31/17,1/31/17,1/31/17,1/31/17,161.58,161.58,161.58,161.58,161.58,161.58,156.1,159.5,133.25,170.89,88.67,159,250,250,250,250,250,250,100,2564,137,40,200,310,2278.87,2278.87,2278.87,2278.87,2278.87,2278.87,2238.83,1940.24,1994.99,2126.15,1782.59,2173.6,3.510570147,-5.447948973,1.622641509,1.304075235,21.26078799,82.2262321,150,525,-19.35483871,-90.24960998,82.48175182,25,1.788434137,7.182936293,4.843117409,17.45299551,14.22964526,27.84038955,0,0,1,No,Closely Related
Lime,Shimano,SHMDF,OTCMKTS,1,OTCQX,1,2/28/17,1/31/18,1/31/19,4/30/17,1/31/20,7/31/17,148,142.94,138.25,152,152.875,147.64,161.58,161.58,161.58,161.58,161.58,161.58,14,100,430,325,100,6700,250,250,250,250,250,250,2363.64,2823.81,2704.1,2384.2,3225.52,2470.3,2278.87,2278.87,2278.87,2278.87,2278.87,2278.87,-8.404505508,-5.928951603,-8.62730536,-11.5360812,-14.43866815,-5.387424186,-94.4,30,2580,-60,72,-60,3.719826054,4.622027584,8.400215896,23.91272868,18.6596866,41.54032481,0,0,1,Yes,Closely Related
Lime,"GSE Systems, Inc.",GVP,NYSE,0,IXIC,0,1/31/17,1/31/17,1/31/17,1/31/17,1/31/17,1/31/17,3.1,3.1,3.1,3.1,3.1,3.1,3.5,2.11,1.6699,2.9,1.77,2.34,23813,23813,23813,23813,23813,23813,9103,18741,28350,20953,3188,12839,2278.87,2278.87,2278.87,2278.87,2278.87,2278.87,2238.83,1940.24,1994.99,2126.15,1782.59,2173.6,-11.42857143,6.896551724,32.47863248,46.91943128,85.63985867,75.14124294,161.5950785,13.64959672,85.47394657,27.06365722,-16.00352734,646.95734,1.788434137,7.182936293,4.843117409,17.45299551,14.22964526,27.84038955,0,1,0,No,Less Closely Related
Lime,"GSE Systems, Inc.",GVP,NYSE,0,IXIC,1,2/28/17,1/31/18,1/31/19,4/30/17,1/31/20,7/31/17,3.3,3.3,2.9499,3.25,1.455,2.8,3.1,3.1,3.1,3.1,3.1,3.1,42980,12437,429,9998,4719,2289,23813,23813,23813,23813,23813,23813,2363.64,2823.81,2704.1,2384.2,3225.52,2470.3,2278.87,2278.87,2278.87,2278.87,2278.87,2278.87,6.451612903,4.838709677,-9.677419355,6.451612903,-4.841935484,-53.06451613,80.48964851,-58.01452988,-90.38760341,-47.77222526,-98.19846302,-80.18309327,3.719826054,4.622027584,8.400215896,23.91272868,18.6596866,41.54032481,0,1,0,Yes,Less Closely Related
Lyft,Enterprise,EPD,NYSE,1,NYA,0,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,25.62,25.62,25.62,25.62,25.62,25.62,24.435,21.605,17.685,25.235,12.47,23.19,458818,458818,458818,458818,458818,458818,478752,388888,714200,439150,724400,566394,1362.16,1362.16,1362.16,1362.16,1362.16,1362.16,1313.32,1320.64,1030.71,1408.47,919.32,1257.61,4.849600982,1.525658807,10.47865459,18.58366119,44.86853265,105.4530874,-4.163742397,4.478651941,-18.99313905,17.9820411,-35.75777093,-36.66234125,3.71881948,-3.287964955,8.313388093,3.143930216,32.15744487,48.17038681,0,1,0,No,Closely Related
Lyft,Enterprise,EPD,NYSE,1,NYA,1,7/30/12,6/30/13,6/30/14,9/30/12,6/30/15,12/30/12,26.795,31.075,39.145,26.8,29.89,24.625,25.62,25.62,25.62,25.62,25.62,25.62,375198,468568,375776,299774,1347684,265832,458818,458818,458818,458818,458818,458818,1385.3,1606.28,1960.23,1440.67,2063.11,1402.43,1362.16,1362.16,1362.16,1362.16,1362.16,1362.16,4.586260734,4.605776737,-3.883684621,21.29195941,52.79078845,16.66666667,-18.22509143,-34.66385364,-42.06155818,2.125025609,-18.09911555,193.7295398,1.698772538,5.763640101,2.956334058,17.92153638,43.90600223,51.45871263,0,1,0,Yes,Closely Related
Lyft,UTStarcom Holdings Corp,UTSI,NASDAQ,0,IXIC,0,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,6/30/12,3.57,3.57,3.57,3.57,3.57,3.57,3.69,4.68,5.52,4.35,4.89,4.14,383154,383154,383154,383154,383154,383154,71125,248518,224142,168262,149041,182558,1362.16,1362.16,1362.16,1362.16,1362.16,1362.16,1313.32,1320.64,1030.71,1408.47,919.32,1257.61,-3.25203252,-17.93103448,-13.76811594,-23.71794872,-35.32608696,-26.99386503,438.7050967,127.7127337,109.8806955,54.17555268,70.9425275,157.0795955,3.71881948,-3.287964955,8.313388093,3.143930216,32.15744487,48.17038681,1,0,0,No,Less Closely Related
Lyft,UTStarcom Holdings Corp,UTSI,NASDAQ,0,IXIC,1,7/30/12,6/30/13,6/30/14,9/30/12,6/30/15,12/30/12,3.3,2.66,2.93,3.09,1.99,3,3.57,3.57,3.57,3.57,3.57,3.57,72731,34016,52586,76650,17077,104646,383154,383154,383154,383154,383154,383154,1385.3,1606.28,1960.23,1440.67,2063.11,1402.43,1362.16,1362.16,1362.16,1362.16,1362.16,1362.16,-7.56302521,-13.44537815,-15.96638655,-25.49019608,-17.92717087,-44.25770308,-81.01781529,-79.99498896,-72.68826634,-91.12210756,-86.27549236,-95.54304536,1.698772538,5.763640101,2.956334058,17.92153638,43.90600223,51.45871263,1,0,0,Yes,Less Closely Related
Neighbor,Public Storage,PSA,NYSE,1,NYA,0,3/31/17,3/31/17,3/31/17,3/31/17,3/31/17,3/31/17,218.91,218.91,218.91,218.91,218.91,218.91,227.46,275.83,197.14,223.5,168.49,223.14,1004687,1004687,1004687,1004687,1004687,1004687,1039767,623248,739728,891531,662960,1298905,2362.72,2362.72,2362.72,2362.72,2362.72,2362.72,2363.64,2059.74,2067.89,2238.83,1872.34,2168.27,-3.758902664,-2.053691275,-1.895670879,-20.63589892,11.04291367,29.92462461,-3.373832791,12.69232365,-22.65123315,61.20180089,35.81843597,51.54564378,-0.038923017,5.533693938,8.96797908,14.70962354,14.25752821,26.19075595,0,1,0,No,Closely Related
Neighbor,Public Storage,PSA,NYSE,1,NYA,1,4/30/17,3/31/18,3/31/19,6/30/17,3/31/20,9/30/17,209.38,200.39,217.78,208.53,198.61,213.99,218.91,218.91,218.91,218.91,218.91,218.91,1423353,986751,1043651,620901,1618968,909720,1004687,1004687,1004687,1004687,1004687,1004687,2384.2,2640.87,2834.4,2423.41,2584.59,2519.36,2362.72,2362.72,2362.72,2362.72,2362.72,2362.72,-4.353387237,-4.741674661,-2.247498972,-8.460097757,-0.51619387,-9.273217304,41.67128668,-38.19955867,-9.452396617,-1.785232615,3.87822277,61.14152965,0.90912169,2.568649692,6.629647186,11.7724487,19.96343198,9.390448297,0,1,0,Yes,Closely Related
Neighbor,"MasTec, Inc.",MTZ,NYSE,0,NYA,0,3/31/17,3/31/17,3/31/17,3/31/17,3/31/17,3/31/17,40.05,40.05,40.05,40.05,40.05,40.05,39.25,20.24,19.3,38.25,43.44,29.74,1003403,1003403,1003403,1003403,1003403,1003403,1232540,624721,1155667,391513,849061,575895,2362.72,2362.72,2362.72,2362.72,2362.72,2362.72,2363.64,2059.74,2067.89,2238.83,1872.34,2168.27,2.038216561,4.705882353,34.667115,97.87549407,107.5129534,-7.803867403,-18.59063398,156.2885524,74.23367107,60.61617906,-13.17542164,18.17796366,-0.038923017,5.533693938,8.96797908,14.70962354,14.25752821,26.19075595,0,1,0,No,Less Closely Related
Neighbor,"MasTec, Inc.",MTZ,NYSE,0,NYA,1,4/30/17,3/31/18,3/31/19,6/30/17,3/31/20,9/30/17,44.15,47.05,48.1,45.15,32.73,46.4,40.05,40.05,40.05,40.05,40.05,40.05,720244,1489196,1020517,475947,1615256,571939,1003403,1003403,1003403,1003403,1003403,1003403,2384.2,2640.87,2834.4,2423.41,2584.59,2519.36,2362.72,2362.72,2362.72,2362.72,2362.72,2362.72,10.2372035,12.7340824,15.85518102,17.47815231,20.09987516,-18.27715356,-28.21986779,-52.56671547,-43.00007076,48.4145453,1.705595857,60.97779257,0.90912169,2.568649692,6.629647186,11.7724487,19.96343198,9.390448297,0,1,0,Yes,Less Closely Related
Poshmark,Macys,M,NYSE,1,NYA,0,12/31/11,12/31/11,12/31/11,12/31/11,12/31/11,12/31/11,32.18,32.18,32.18,32.18,32.18,32.18,32.33,25.3,16.76,26.32,10.35,29.24,2996468,2996468,2996468,2996468,2996468,2996468,9830856,4828077,5132192,8099265,12896915,7766085,1257.61,1257.61,1257.61,1257.61,1257.61,1257.61,1246.96,1257.64,1115.1,1131.42,903.25,1320.64,-0.463965357,22.26443769,10.05471956,27.19367589,92.00477327,210.9178744,-69.51976512,-63.00321079,-61.41597729,-37.93661534,-41.61426541,-76.76600955,0.854077116,11.15324106,-4.77268597,-0.00238542,12.78001973,39.23166344,0,1,0,No,Closely Related
Poshmark,Macys,M,NYSE,1,NYA,1,1/31/12,12/31/12,12/31/13,3/31/12,12/31/14,6/30/12,33.69,39.02,53.4,39.73,65.75,34.35,32.18,32.18,32.18,32.18,32.18,32.18,6593548,7896010,2546845,3839737,3606816,6747130,2996468,2996468,2996468,2996468,2996468,2996468,1312.41,1426.19,1848.36,1408.47,2058.9,1362.16,1257.61,1257.61,1257.61,1257.61,1257.61,1257.61,4.6923555,23.4617775,6.743318832,21.25543816,65.94157862,104.3194531,120.0439985,28.1420993,125.1694328,163.5105731,-15.00509934,20.36891434,4.357471712,11.99576975,8.313388093,13.40479163,46.97402215,63.71530125,0,1,0,Yes,Closely Related
Poshmark,Masco Corp,MAS,NYSE,0,NYA,0,12/31/11,12/31/11,12/31/11,12/31/11,12/31/11,12/31/11,9.2108,9.2108,9.2108,9.2108,9.2108,9.2108,8.4198,11.1267,12.1375,6.2577,9.782,10.573,3110220,3110220,3110220,3110220,3110220,3110220,5199872,2138091,2405718,6201607,2458473,4970532,1257.61,1257.61,1257.61,1257.61,1257.61,1257.61,1246.96,1257.64,1115.1,1131.42,903.25,1320.64,9.394522435,47.19146012,-12.88376052,-17.21894182,-24.11287333,-5.839296667,-40.18660459,-49.84816032,-37.4268187,45.46714803,29.28447973,26.51023623,0.854077116,11.15324106,-4.77268597,-0.00238542,12.78001973,39.23166344,0,1,0,No,Less Closely Related
Poshmark,Masco Corp,MAS,NYSE,0,NYA,1,1/31/12,12/31/12,12/31/13,3/31/12,12/31/14,6/30/12,10.6082,14.6423,20.0123,11.7508,22.148,12.1902,9.2108,9.2108,9.2108,9.2108,9.2108,9.2108,3783359,4423966,2502757,5939148,1351060,6028771,3110220,3110220,3110220,3110220,3110220,3110220,1312.41,1426.19,1848.36,1408.47,2058.9,1362.16,1257.61,1257.61,1257.61,1257.61,1257.61,1257.61,15.17132062,27.57632345,32.34681027,58.96881921,117.269944,140.456855,21.64280983,90.95588093,93.83744558,42.23964864,-19.53119072,-56.56062915,4.357471712,11.99576975,8.313388093,13.40479163,46.97402215,63.71530125,0,1,0,Yes,Less Closely Related
Postmates,Papa Johns,PZZA,NASDAQ,1,IXIC,0,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,16.565,16.565,16.565,16.565,16.565,16.565,15.03,12.415,13.55,14.59,14.715,12.805,949134,949134,949134,949134,949134,949134,119646,295102,496344,620982,481998,438300,1345.2,1345.2,1345.2,1345.2,1345.2,1345.2,1363.61,1089.41,919.14,1327.22,1400.38,1180.55,10.21290752,13.53666895,29.36352987,33.42730568,22.25092251,12.57220523,693.2851913,52.84404379,116.5489391,221.6291316,91.22503747,96.91658472,-1.350092768,1.354711352,13.94688916,23.47968166,46.35420067,-3.940359045,1,0,0,No,Closely Related
Postmates,Papa Johns,PZZA,NASDAQ,1,IXIC,1,6/30/11,5/31/12,5/31/13,8/31/11,5/31/14,11/30/11,16.63,23.26,32.215,14.875,43.35,18.95,16.565,16.565,16.565,16.565,16.565,16.565,138666,241054,243168,581606,497884,739384,949134,949134,949134,949134,949134,949134,1320.64,1310.33,1630.74,1218.89,1923.57,1246.96,1345.2,1345.2,1345.2,1345.2,1345.2,1345.2,0.392393601,-10.20223363,14.39782674,40.4165409,94.47630546,161.6963477,-85.39026102,-38.72245647,-22.09909244,-74.60274313,-74.38001378,-47.54333951,-1.825750818,-9.389681832,-7.303003271,-2.592179602,21.22658341,42.99509367,1,0,0,Yes,Closely Related
Postmates,IDT Corporation,IDT,NYSE,0,NYA,0,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,9.9859,9.9859,9.9859,9.9859,9.9859,9.9859,9.8132,3.1853,0.5217,8.8113,3.3256,7.0375,767900,767900,767900,767900,767900,767900,137107,146138,180449,263069,180677,299593,1345.2,1345.2,1345.2,1345.2,1345.2,1345.2,1363.61,1089.41,919.14,1327.22,1400.38,1180.55,1.759874455,13.33060956,41.8955595,213.4995134,1814.107725,200.2736348,460.0735192,191.900604,156.3143999,425.4622343,325.5496013,325.0125915,-1.350092768,1.354711352,13.94688916,23.47968166,46.35420067,-3.940359045,0,1,0,No,Less Closely Related
Postmates,IDT Corporation,IDT,NYSE,0,NYA,1,6/30/11,5/31/12,5/31/13,8/31/11,5/31/14,11/30/11,9.1464,4.9886,10.4773,7.3963,11.8191,7.8324,9.9859,9.9859,9.9859,9.9859,9.9859,9.9859,149042,247518,239849,309544,183149,335237,767900,767900,767900,767900,767900,767900,1320.64,1310.33,1630.74,1218.89,1923.57,1246.96,1345.2,1345.2,1345.2,1345.2,1345.2,1345.2,-8.406853664,-25.93256492,-21.56540722,-50.04356142,4.920938523,18.35788462,-80.59096236,-59.68954291,-56.34366454,-67.76689673,-68.76559448,-76.14936841,-1.825750818,-9.389681832,-7.303003271,-2.592179602,21.22658341,42.99509367,0,1,0,Yes,Less Closely Related
RVshare,Winnebago,WGO,NYSE,1,NYA,0,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,17.13,17.13,17.13,17.13,17.13,17.13,14.22,7.38,15.2,12.63,12.2,10.19,422097,422097,422097,422097,422097,422097,178534,209913,244859,211441,308287,213710,1426.19,1426.19,1426.19,1426.19,1426.19,1426.19,1416.18,1257.61,1257.64,1440.67,1115.1,1362.16,20.46413502,35.62945368,68.10598626,132.1138211,12.69736842,40.40983607,136.4238744,99.62873804,97.5092415,101.0818768,72.38369837,36.91689886,0.706831053,-1.00508791,4.700622541,13.40479163,13.40208645,27.89794637,0,1,0,No,Closely Related
RVshare,Winnebago,WGO,NYSE,1,NYA,1,1/31/13,12/31/13,12/31/14,3/31/13,12/31/15,6/30/13,18.72,27.45,21.76,20.64,19.9,20.99,17.13,17.13,17.13,17.13,17.13,17.13,237432,324494,782496,812806,217539,1025428,422097,422097,422097,422097,422097,422097,1498.11,1848.36,2058.9,1569.19,2043.94,1606.28,1426.19,1426.19,1426.19,1426.19,1426.19,1426.19,9.281961471,20.49036778,22.53356684,60.24518389,27.02860479,16.17046118,-43.74942253,92.56379458,142.9365762,-23.1233579,85.38298069,-48.46232027,5.042806358,10.02671453,12.62734979,29.60124528,44.36365421,43.31470561,0,1,0,Yes,Closely Related
RVshare,Independence Holding Company,IHC,NYSE,0,NYA,0,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,9.52,9.52,9.52,9.52,9.52,9.52,8.5,7.3909,7.3818,10.07,5.2727,9.85,19499,19499,19499,19499,19499,19499,20956,11644,677,9437,27313,18522,1426.19,1426.19,1426.19,1426.19,1426.19,1426.19,1416.18,1257.61,1257.64,1440.67,1115.1,1362.16,12,-5.461767627,-3.350253807,28.8070465,28.96583489,80.55265803,-6.952662722,106.6228674,5.274808336,67.45963586,2780.206795,-28.60908725,0.706831053,-1.00508791,4.700622541,13.40479163,13.40208645,27.89794637,0,1,0,No,Less Closely Related
RVshare,Independence Holding Company,IHC,NYSE,0,NYA,1,1/31/13,12/31/13,12/31/14,3/31/13,12/31/15,6/30/13,9.89,13.49,13.95,10.18,13.85,11.82,9.52,9.52,9.52,9.52,9.52,9.52,2930,6885,8745,16911,18396,54741,19499,19499,19499,19499,19499,19499,1498.11,1848.36,2058.9,1569.19,2043.94,1606.28,1426.19,1426.19,1426.19,1426.19,1426.19,1426.19,3.886554622,6.932773109,24.15966387,41.70168067,46.53361345,45.48319328,-84.97358839,-13.27247551,180.7374737,-64.69049695,-55.15154623,-5.656700344,5.042806358,10.02671453,12.62734979,29.60124528,44.36365421,43.31470561,0,1,0,Yes,Less Closely Related
Roadie,UHaul,UHAL,NASDAQ,1,IXIC,0,12/31/14,12/31/14,12/31/14,12/31/14,12/31/14,12/31/14,284.26,284.26,284.26,284.26,284.26,284.26,278.2,237.84,126.81,261.89,88.4,290.76,51444,51444,51444,51444,51444,51444,7604,18821,23693,39319,30557,121585,2058.9,2058.9,2058.9,2058.9,2058.9,2058.9,2067.56,1848.36,1426.19,1972.29,1257.61,1960.23,2.178289001,8.541754172,-2.235520704,19.51732257,124.1621323,221.561086,576.5386639,30.83750858,-57.68885965,173.3329791,117.1274216,68.35422325,-0.418851206,4.391342044,5.033592997,11.39063819,44.36365421,63.71530125,1,0,0,No,Closely Related
Roadie,UHaul,UHAL,NASDAQ,1,IXIC,1,1/31/15,12/31/15,12/31/16,3/31/15,12/31/17,6/30/15,286.11,389.5,369.59,330.4,377.91,326.91,284.26,284.26,284.26,284.26,284.26,284.26,17772,47900,32205,46413,32092,57925,51444,51444,51444,51444,51444,51444,1994.99,2043.94,2238.83,2067.89,2673.61,2063.11,2058.9,2058.9,2058.9,2058.9,2058.9,2058.9,0.650812636,16.23161894,15.0038697,37.02244424,30.01829311,32.94519102,-65.45369722,-9.77956613,12.59816499,-6.889044398,-37.39794728,-37.61760361,-3.104084705,0.436640925,0.204478119,-0.726601583,8.739132547,29.85623391,1,0,0,Yes,Closely Related
Roadie,Sonic Automotive Inc,SAH,NYSE,0,NYA,0,12/31/14,12/31/14,12/31/14,12/31/14,12/31/14,12/31/14,27.04,27.04,27.04,27.04,27.04,27.04,25.79,24.48,20.89,24.51,14.81,26.68,234113,234113,234113,234113,234113,234113,172867,275867,446647,479288,387864,371696,2058.9,2058.9,2058.9,2058.9,2058.9,2058.9,2067.56,1848.36,1426.19,1972.29,1257.61,1960.23,4.84683986,10.32231742,1.349325337,10.45751634,29.43992341,82.57933828,35.42954989,-51.15400344,-37.01492618,-15.13555445,-47.58433394,-39.64044098,-0.418851206,4.391342044,5.033592997,11.39063819,44.36365421,63.71530125,0,1,0,No,Less Closely Related
Roadie,Sonic Automotive Inc,SAH,NYSE,0,NYA,1,1/31/15,12/31/15,12/31/16,3/31/15,12/31/17,6/30/15,24.63,22.76,22.9,24.9,18.45,23.83,27.04,27.04,27.04,27.04,27.04,27.04,400876,308406,193051,237845,264315,160580,234113,234113,234113,234113,234113,234113,1994.99,2043.94,2238.83,2067.89,2673.61,2063.11,2058.9,2058.9,2058.9,2058.9,2058.9,2058.9,-8.912721893,-7.914201183,-11.87130178,-15.82840237,-15.31065089,-31.76775148,71.23184103,1.594101993,-31.40919129,31.73382085,-17.53939337,12.90060783,-3.104084705,0.436640925,0.204478119,-0.726601583,8.739132547,29.85623391,0,1,0,Yes,Less Closely Related
Rover,PetSmart,PETM,NASDAQ,1,IXIC,0,6/30/11,6/30/11,6/30/11,6/30/11,6/30/11,6/30/11,45.37,45.37,45.37,45.37,45.37,45.37,45.17,30.17,21.46,41.08,19.95,40.16,954056,954056,954056,954056,954056,954056,703953,906534,2051307,793708,1909299,535076,1320.64,1320.64,1320.64,1320.64,1320.64,1320.64,1331.1,1030.71,919.32,1328.26,1280,1257.88,0.442771751,10.44303797,12.97310757,50.38117335,111.416589,127.4185464,35.52836624,20.20239181,78.30289529,5.242164111,-53.49033567,-50.03108471,-0.785816242,-0.573682863,4.989347156,28.12915369,43.65400513,3.175,1,0,0,No,Closely Related
Rover,PetSmart,PETM,NASDAQ,1,IXIC,1,7/30/11,6/30/12,6/30/13,9/30/11,6/30/14,12/30/11,43.02,68.18,66.99,42.65,59.8,51.29,45.37,45.37,45.37,45.37,45.37,45.37,1511961,1363376,1955338,889560,3728918,648297,954056,954056,954056,954056,954056,954056,1292.28,1362.16,1606.28,1131.42,1960.23,1257.61,1320.64,1320.64,1320.64,1320.64,1320.64,1320.64,-5.179634119,-5.995150981,13.04826978,50.27551245,47.6526339,31.80515759,58.47717534,-6.760190178,-32.0483284,42.90314195,104.9500239,290.8489648,-2.147443664,-14.32790162,-4.77268597,3.143930216,21.6289072,48.43030652,1,0,0,Yes,Closely Related
Rover,Apyx Medical Corp,APYX,NASDAQ,0,IXIC,0,6/30/11,6/30/11,6/30/11,6/30/11,6/30/11,6/30/11,2.61,2.61,2.61,2.61,2.61,2.61,2.95,2.98,8.71,3.41,7.15,3.34,11915,11915,11915,11915,11915,11915,4740,68230,197645,252944,30674,18848,1320.64,1320.64,1320.64,1320.64,1320.64,1320.64,1331.1,1030.71,919.32,1328.26,1280,1257.88,-11.52542373,-23.46041056,-21.85628743,-12.41610738,-70.03444317,-63.4965035,151.371308,-95.28947119,-36.78374363,-82.53700718,-93.97151458,-61.15602791,-0.785816242,-0.573682863,4.989347156,28.12915369,43.65400513,3.175,1,0,0,No,Less Closely Related
