Sharing Economy Firm,Incumbent Firms,Ticker,Exchange,CI,Market Index,ISF,Date_End(t=1),Date_End(t=12),Date_End(t=24),Date_End(t=3),Date_End(t=36),Date_End(t=6),SP_End(t=1),SP_End(t=12),SP_End(t=24),SP_End(t=3),SP_End(t=36),SP_End(t=6),SP_Start(t=1),SP_Start(t=12),SP_Start(t=24),SP_Start(t=3),SP_Start(t=36),SP_Start(t=6),Volume_End(t=1),Volume_End(t=12),Volume_End(t=24),Volume_End(t=3),Volume_End(t=36),Volume_End(t=6),Volume_Start(t=1),Volume_Start(t=12),Volume_Start(t=24),Volume_Start(t=3),Volume_Start(t=36),Volume_Start(t=6),S&P500_End(t=1),S&P500_End(t=12),S&P500_End(t=24),S&P500_End(t=3),S&P500_End(t=36),S&P500_End(t=6),S&P500_Start(t=1),S&P500_Start(t=12),S&P500_Start(t=24),S&P500_Start(t=3),S&P500_Start(t=36),S&P500_Start(t=6),% Change in Share Price (t=1),% Change in Share Price (t=3),% Change in Share Price (t=6),% Change in Share Price (t=12),% Change in Share Price (t=24),% Change in Share Price (t=36),% Change in Volume (t=1),% Change in Volume (t=3),% Change in Volume (t=6),% Change in Volume (t=12),% Change in Volume (t=24),% Change in Volume (t=36),% Change in S&P500 (t=1),% Change in S&P500 (t=3),% Change in S&P500 (t=6),% Change in S&P500 (t=12),% Change in S&P500 (t=24),% Change in S&P500 (t=36),NASDAQ,NYSE,Other,Sharing Firm Introduced,Relatedness with Sharing Firm
Rover,Apyx Medical Corp,APYX,NASDAQ,0,IXIC,1,7/30/11,6/30/12,6/30/13,9/30/11,6/30/14,12/30/11,2.62,2.39,2.95,2.92,3.63,2.12,2.61,2.61,2.61,2.61,2.61,2.61,5825,263279,3516,9976,16323,51230,11915,11915,11915,11915,11915,11915,1292.28,1362.16,1606.28,1131.42,1960.23,1257.61,1320.64,1320.64,1320.64,1320.64,1320.64,1320.64,0.383141762,11.87739464,-18.77394636,-8.429118774,13.02681992,39.08045977,-51.11204364,-16.2736047,329.9622325,2109.643307,-70.49097776,36.99538397,-2.147443664,-14.32790162,-4.77268597,3.143930216,21.6289072,48.43030652,1,0,0,Yes,Less Closely Related
Sideline Swap,Dick's Sporting Goods Inc,DKS,NYSE,1,NYA,0,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,45.49,45.49,45.49,45.49,45.49,45.49,52.51,36.88,37.5,51.85,24.87,48,837178,837178,837178,837178,837178,837178,1543173,676670,663497,1114604,518004,2566165,1426.19,1426.19,1426.19,1426.19,1426.19,1426.19,1416.18,1257.61,1257.64,1440.67,1115.1,1362.16,-13.36888212,-12.26615236,-5.229166667,23.34598698,21.30666667,82.91113792,-45.74956923,-24.8900955,-67.37629887,23.72027724,26.17660668,61.61612652,0.706831053,-1.00508791,4.700622541,13.40479163,13.40208645,27.89794637,0,1,0,No,Closely Related
Sideline Swap,Dick's Sporting Goods Inc,DKS,NYSE,1,NYA,1,1/31/13,12/31/13,12/31/14,3/31/13,12/31/15,6/30/13,47.59,58.1,49.65,47.3,35.35,50.06,45.49,45.49,45.49,45.49,45.49,45.49,2023957,518304,785528,1290774,1731574,2206933,837178,837178,837178,837178,837178,837178,1498.11,1848.36,2058.9,1569.19,2043.94,1606.28,1426.19,1426.19,1426.19,1426.19,1426.19,1426.19,4.616399209,3.978896461,10.04616399,27.72037811,9.144867004,-22.29061332,141.7594586,54.18154801,163.6157424,-38.08915189,-6.169536228,106.8346278,5.042806358,10.02671453,12.62734979,29.60124528,44.36365421,43.31470561,0,1,0,Yes,Closely Related
Sideline Swap,"SunLink Health Systems, Inc.",SSY,NYSE,0,NYA,0,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,12/31/12,1.19,1.19,1.19,1.19,1.19,1.19,1.05,1.64,1.62,1.52,1.84,1.2,38890,38890,38890,38890,38890,38890,7206,6028,3300,18765,4097,6920,1426.19,1426.19,1426.19,1426.19,1426.19,1426.19,1416.18,1257.61,1257.64,1440.67,1115.1,1362.16,13.33333333,-21.71052632,-0.833333333,-27.43902439,-26.54320988,-35.32608696,439.6891479,107.2475353,461.9942197,545.155939,1078.484848,849.2311447,0.706831053,-1.00508791,4.700622541,13.40479163,13.40208645,27.89794637,0,1,0,No,Less Closely Related
Sideline Swap,"SunLink Health Systems, Inc.",SSY,NYSE,0,NYA,1,1/31/13,12/31/13,12/31/14,3/31/13,12/31/15,6/30/13,1.13,0.88,1.37,0.9,0.9189,0.83,1.19,1.19,1.19,1.19,1.19,1.19,7700,41183,12061,46937,25453,2709,38890,38890,38890,38890,38890,38890,1498.11,1848.36,2058.9,1569.19,2043.94,1606.28,1426.19,1426.19,1426.19,1426.19,1426.19,1426.19,-5.042016807,-24.3697479,-30.25210084,-26.05042017,15.12605042,-22.78151261,-80.2005657,20.69169452,-93.03419902,5.896117254,-68.98688609,-34.55129853,5.042806358,10.02671453,12.62734979,29.60124528,44.36365421,43.31470561,0,1,0,Yes,Less Closely Related
SitterCity,Welltower Inc,WELL,NYSE,1,NYA,0,12/31/01,12/31/01,12/31/01,12/31/01,12/31/01,12/31/01,24.35,24.35,24.35,24.35,24.35,24.35,24.97,16.25,15.125,25.2,25.875,23.75,132300,132300,132300,132300,132300,132300,69100,157500,117700,157800,36000,208500,1148.08,1148.08,1148.08,1148.08,1148.08,1148.08,1139.45,1320.28,1469.25,1040.94,1229.23,1224.42,-2.482979575,-3.373015873,2.526315789,49.84615385,60.99173554,-5.893719807,91.46164978,-16.15969582,-36.54676259,-16,12.40441801,267.5,0.757382948,10.29262013,-6.234788716,-13.04268791,-21.8594521,-6.601693743,0,1,0,No,Closely Related
SitterCity,Welltower Inc,WELL,NYSE,1,NYA,1,1/31/02,12/31/02,12/31/03,3/31/02,12/31/04,6/30/02,27.33,27.05,36,27.92,38.15,29.95,24.35,24.35,24.35,24.35,24.35,24.35,108600,289500,289600,93000,343700,453500,132300,132300,132300,132300,132300,132300,1130.21,879.82,1111.92,1147.39,1211.92,989.81,1148.08,1148.08,1148.08,1148.08,1148.08,1148.08,12.23819302,14.66119097,22.99794661,11.08829569,47.84394251,56.67351129,-17.9138322,-29.70521542,242.7815571,118.8208617,118.8964475,159.7883598,-1.556511741,-0.060100341,-13.7856247,-23.36596753,-3.149606299,5.560588112,0,1,0,Yes,Closely Related
SitterCity,PTC Inc.,PTC,NASDAQ,0,IXIC,1,1/31/02,12/31/02,12/31/03,3/31/02,12/31/04,6/30/02,17.2,6.3,9.85,15.1,14.725,8.575,19.525,19.525,19.525,19.525,19.525,19.525,883760,1349152,381463,2320840,374773,4698360,1195120,1195120,1195120,1195120,1195120,1195120,1130.21,879.82,1111.92,1147.39,1211.92,989.81,1148.08,1148.08,1148.08,1148.08,1148.08,1148.08,-11.9078105,-22.66325224,-56.08194622,-67.73367478,-49.55185659,-24.58386684,-26.05261396,94.19305174,293.1287235,12.88841288,-68.08161524,-68.64139166,-1.556511741,-0.060100341,-13.7856247,-23.36596753,-3.149606299,5.560588112,1,0,0,Yes,Less Closely Related
SitterCity,PTC inc.,PTC,NASDAQ,0,IXIC,0,12/31/01,12/31/01,12/31/01,12/31/01,12/31/01,12/31/01,19.525,19.525,19.525,19.525,19.525,19.525,21.875,33.5938,67.6563,12.975,40.625,34.975,1195120,1195120,1195120,1195120,1195120,1195120,1801200,1148720,602280,1724240,1004240,1499240,1148.08,1148.08,1148.08,1148.08,1148.08,1148.08,1139.45,1320.28,1469.25,1040.94,1229.23,1224.42,-10.74285714,50.48169557,-44.17441029,-41.87915627,-71.14089893,-51.93846154,-33.64867866,-30.68714332,-20.28494437,4.039278501,98.4326227,19.00740859,0.757382948,10.29262013,-6.234788716,-13.04268791,-21.8594521,-6.601693743,1,0,0,No,Less Closely Related
Spinlister,Big 5 Sporting Goods Corp,BGFV,NASDAQ,1,IXIC,0,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,9.5,9.5,9.5,9.5,9.5,9.5,11.95,14.79,10.85,13.94,8.99,13.8,230390,230390,230390,230390,230390,230390,41085,80593,382878,52790,167229,96623,1345.2,1345.2,1345.2,1345.2,1345.2,1345.2,1363.61,1089.41,919.14,1327.22,1400.38,1180.55,-20.50209205,-31.8507891,-31.15942029,-35.76741041,-12.44239631,5.672969967,460.7642692,336.4273537,138.4421929,185.8684997,-39.82678556,37.76916683,-1.350092768,1.354711352,13.94688916,23.47968166,46.35420067,-3.940359045,1,0,0,No,Closely Related
Spinlister,Big 5 Sporting Goods Corp,BGFV,NASDAQ,1,IXIC,1,6/30/11,5/31/12,5/31/13,8/31/11,5/31/14,11/30/11,7.86,6.51,20.01,7.43,11.61,9.12,9.5,9.5,9.5,9.5,9.5,9.5,436609,153015,267299,50251,237684,153823,230390,230390,230390,230390,230390,230390,1320.64,1310.33,1630.74,1218.89,1923.57,1246.96,1345.2,1345.2,1345.2,1345.2,1345.2,1345.2,-17.26315789,-21.78947368,-4,-31.47368421,110.6315789,22.21052632,89.50865923,-78.18872347,-33.23364729,-33.58435696,16.02022657,3.165936022,-1.825750818,-9.389681832,-7.303003271,-2.592179602,21.22658341,42.99509367,1,0,0,Yes,Closely Related
Spinlister,California Water Service Group,CWT,NYSE,0,NYA,0,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,5/31/11,18.92,18.92,18.92,18.92,18.92,18.92,18.86,17.915,17.41,17.64,18.22,18.6,366122,366122,366122,366122,366122,366122,201770,225504,318184,273750,191944,334636,1345.2,1345.2,1345.2,1345.2,1345.2,1345.2,1363.61,1089.41,919.14,1327.22,1400.38,1180.55,0.318133616,7.256235828,1.720430108,5.60982417,8.673176335,3.841931943,81.45512217,33.74319635,9.409029513,62.35720874,15.06612526,90.74417538,-1.350092768,1.354711352,13.94688916,23.47968166,46.35420067,-3.940359045,0,1,0,No,Less Closely Related
Spinlister,California Water Service Group,CWT,NYSE,0,NYA,1,6/30/11,5/31/12,5/31/13,8/31/11,5/31/14,11/30/11,18.71,17.41,19.73,18.88,22.06,18.43,18.92,18.92,18.92,18.92,18.92,18.92,292199,211511,122325,240431,258452,390810,366122,366122,366122,366122,366122,366122,1320.64,1310.33,1630.74,1218.89,1923.57,1246.96,1345.2,1345.2,1345.2,1345.2,1345.2,1345.2,-1.109936575,-0.21141649,-2.589852008,-7.980972516,4.281183932,16.5961945,-20.19081071,-34.33035983,6.743107489,-42.22936617,-66.58900585,-29.40823004,-1.825750818,-9.389681832,-7.303003271,-2.592179602,21.22658341,42.99509367,0,1,0,Yes,Less Closely Related
TaskRabbit,Home Depot,HD,NYSE,1,NYA,0,7/31/11,7/31/11,7/31/11,7/31/11,7/31/11,7/31/11,34.93,34.93,34.93,34.93,34.93,34.93,36.22,28.51,25.94,37.15,23.83,36.77,12101742,12101742,12101742,12101742,12101742,12101742,11945125,14853137,11709979,15948723,18557612,11189703,1292.28,1292.28,1292.28,1292.28,1292.28,1292.28,1320.64,1101.6,987.48,1363.61,1267.38,1286.12,-3.561568194,-5.97577389,-5.004079413,22.51841459,34.65690054,46.57994125,1.311137389,-24.12093432,8.150698906,-18.52399934,3.345548271,-34.78825832,-2.147443664,-5.230967799,0.478959973,17.30936819,30.86644793,1.964683047,0,1,0,No,Closely Related
TaskRabbit,Home Depot,HD,NYSE,1,NYA,1,8/31/11,7/31/12,7/31/13,10/31/11,7/31/14,1/31/12,33.38,52.18,79.03,35.8,80.85,44.39,34.93,34.93,34.93,34.93,34.93,34.93,17507620,11610336,5914986,10287927,5749154,10344216,12101742,12101742,12101742,12101742,12101742,12101742,1218.89,1379.32,1685.73,1253.3,1930.67,1312.41,1292.28,1292.28,1292.28,1292.28,1292.28,1292.28,-4.437446321,2.490695677,27.0827369,49.38448325,126.252505,131.4629259,44.67024665,-14.98804883,-14.52291744,-4.060622016,-51.12285487,-52.49316999,-5.67910979,-3.01637416,1.557711951,6.735382425,30.44618813,49.40028477,0,1,0,Yes,Closely Related
TaskRabbit,Colony Bankcorp Inc,CBAN,NASDAQ,0,IXIC,0,7/31/11,7/31/11,7/31/11,7/31/11,7/31/11,7/31/11,2.79,2.79,2.79,2.79,2.79,2.79,2.87,5.95,7.3,4.09,10.5,4.25,3994,3994,3994,3994,3994,3994,100,3657,8025,2651,202,2000,1292.28,1292.28,1292.28,1292.28,1292.28,1292.28,1320.64,1101.6,987.48,1363.61,1267.38,1286.12,-2.787456446,-31.78484108,-34.35294118,-53.1092437,-61.78082192,-73.42857143,3894,50.66012825,99.7,9.215203719,-50.2305296,1877.227723,-2.147443664,-5.230967799,0.478959973,17.30936819,30.86644793,1.964683047,1,0,0,No,Less Closely Related
TaskRabbit,Colony Bankcorp Inc,CBAN,NASDAQ,0,IXIC,1,8/31/11,7/31/12,7/31/13,10/31/11,7/31/14,1/31/12,3,4,7.24,2.38,6.89,2.766,2.79,2.79,2.79,2.79,2.79,2.79,786,5612,100,1499,2281,4890,3994,3994,3994,3994,3994,3994,1218.89,1379.32,1685.73,1253.3,1930.67,1312.41,1292.28,1292.28,1292.28,1292.28,1292.28,1292.28,7.52688172,-14.6953405,-0.860215054,43.36917563,159.4982079,146.953405,-80.32048072,-62.46870305,22.43365048,40.51076615,-97.49624437,-42.889334,-5.67910979,-3.01637416,1.557711951,6.735382425,30.44618813,49.40028477,1,0,0,Yes,Less Closely Related
Turo,Hertz,HTZGQ,NYSE,1,NYA,0,6/30/10,6/30/10,6/30/10,6/30/10,6/30/10,6/30/10,32.6665,32.6665,32.6665,32.6665,32.6665,32.6665,39.2274,27.5904,33.1499,34.5312,91.7493,41.541,1755895,1755895,1755895,1755895,1755895,1755895,2218626,2256123,1575521,692521,705820,310876,1030.71,1030.71,1030.71,1030.71,1030.71,1030.71,1089.41,919.32,1280,1173.27,1503.35,1126.42,-16.72529915,-5.400044018,-21.36323151,18.39806599,-1.45822461,-64.39591365,-20.85664731,153.5511558,464.8216652,-22.1720181,11.44853036,148.7737667,-5.38823767,-12.15065586,-8.496830667,12.11656442,-19.47578125,-31.4391193,0,1,0,No,Closely Related
Turo,Hertz,HTZGQ,NYSE,1,NYA,1,7/30/10,6/30/11,6/30/12,9/30/10,6/30/13,12/30/10,40.5396,54.8355,44.1999,36.5685,85.6373,49.4141,32.6665,32.6665,32.6665,32.6665,32.6665,32.6665,2211523,1063206,1892326,9778333,3886218,362270,1755895,1755895,1755895,1755895,1755895,1755895,1101.6,1320.64,1362.16,1141.2,1606.28,1257.88,1030.71,1030.71,1030.71,1030.71,1030.71,1030.71,24.1014495,11.9449589,51.26842484,67.86463196,35.30650667,162.1563375,25.94847642,456.8859755,-79.36835631,-39.44934065,7.769883735,121.3240541,6.877783276,10.71979509,22.04014708,28.12915369,32.15744487,55.84208943,0,1,0,Yes,Closely Related
Turo,"Delta Air Lines, Inc.",DAL,NYSE,0,NYA,0,6/30/10,6/30/10,6/30/10,6/30/10,6/30/10,6/30/10,11.75,11.75,11.75,11.75,11.75,11.75,13.58,5.79,5.7,14.62,19.7,11.37,16054146,16054146,16054146,16054146,16054146,16054146,8475345,11256372,10622638,11130589,2022200,8492407,1030.71,1030.71,1030.71,1030.71,1030.71,1030.71,1089.41,919.32,1280,1173.27,1503.35,1126.42,-13.47569956,-19.63064295,3.342128408,102.9360967,106.1403509,-40.35532995,89.42174035,44.23446953,89.04117525,42.62273848,51.13144211,693.8950648,-5.38823767,-12.15065586,-8.496830667,12.11656442,-19.47578125,-31.4391193,0,1,0,No,Less Closely Related
Turo,"Delta Air Lines, Inc.",DAL,NYSE,0,NYA,1,7/30/10,6/30/11,6/30/12,9/30/10,6/30/13,12/30/10,11.88,9.17,10.95,11.64,18.71,12.49,11.75,11.75,11.75,11.75,11.75,11.75,7859390,20616810,11407385,8396937,7486388,6807207,16054146,16054146,16054146,16054146,16054146,16054146,1101.6,1320.64,1362.16,1141.2,1606.28,1257.88,1030.71,1030.71,1030.71,1030.71,1030.71,1030.71,1.106382979,-0.936170213,6.29787234,-21.95744681,-6.808510638,59.23404255,-51.04448409,-47.69614653,-57.5984484,28.42047157,-28.9443051,-53.36788391,6.877783276,10.71979509,22.04014708,28.12915369,32.15744487,55.84208943,0,1,0,Yes,Less Closely Related
Twitter,Viacom,VIAC,NASDAQ,1,IXIC,0,3/31/06,3/31/06,3/31/06,3/31/06,3/31/06,3/31/06,24.1,24.1,24.1,24.1,24.1,24.1,24.47,27.2961,30.8016,25.52,28.4335,25.8783,371900,371900,371900,371900,371900,371900,54700,318200,109200,213050,183250,65550,1294.83,1294.83,1294.83,1294.83,1294.83,1294.83,1280.66,1180.59,1126.21,1248.29,848.18,1228.81,-1.512055578,-5.564263323,-6.871780604,-11.70899872,-21.75731131,-15.24082508,579.8903108,74.55996245,467.3531655,16.8761785,240.5677656,102.946794,1.106460731,3.728300315,5.372677631,9.676517673,14.97234086,52.65981278,1,0,0,No,Closely Related
Twitter,Viacom,VIAC,NASDAQ,1,IXIC,1,4/30/06,3/31/07,3/31/08,6/30/06,3/31/09,9/30/06,25.46,30.61,22.1,27.06,3.92,28.22,24.1,24.1,24.1,24.1,24.1,24.1,52100,18100,23300,92400,31100,36200,371900,371900,371900,371900,371900,371900,1310.61,1420.86,1322.7,1270.2,797.87,1335.85,1294.83,1294.83,1294.83,1294.83,1294.83,1294.83,5.643153527,12.28215768,17.09543568,27.01244813,-8.298755187,-83.73443983,-85.99085776,-75.15461145,-90.26620059,-95.1331003,-93.73487497,-91.63753697,1.218692801,-1.902180209,3.167983442,9.733324066,2.152406107,-38.38032792,1,0,0,Yes,Closely Related
Twitter,Banc of California Inc,BANC,NYSE,0,NYA,0,3/31/06,3/31/06,3/31/06,3/31/06,3/31/06,3/31/06,30.05,30.05,30.05,30.05,30.05,30.05,29.19,26.99,22.64,27.214,16.2,25.85,237,237,237,237,237,237,375,200,35095,100,4400,3301,1294.83,1294.83,1294.83,1294.83,1294.83,1294.83,1280.66,1180.59,1126.21,1248.29,848.18,1228.81,2.946214457,10.42110678,16.24758221,11.33753242,32.72968198,85.49382716,-36.8,137,-92.82035747,18.5,-99.32469013,-94.61363636,1.106460731,3.728300315,5.372677631,9.676517673,14.97234086,52.65981278,0,1,0,No,Less Closely Related
Twitter,Banc of California Inc,BANC,NYSE,0,NYA,1,4/30/06,3/31/07,3/31/08,6/30/06,3/31/09,9/30/06,29.28,25.9,16.31,28.59,6.75,28.41,30.05,30.05,30.05,30.05,30.05,30.05,115,400,14800,490,3300,3993,237,237,237,237,237,237,1310.61,1420.86,1322.7,1270.2,797.87,1335.85,1294.83,1294.83,1294.83,1294.83,1294.83,1294.83,-2.562396007,-4.858569052,-5.457570715,-13.81031614,-45.72379368,-77.5374376,-51.47679325,106.7510549,1584.810127,68.77637131,6144.725738,1292.405063,1.218692801,-1.902180209,3.167983442,9.733324066,2.152406107,-38.38032792,0,1,0,Yes,Less Closely Related
Uber,Avis Budget Group,CAR,NASDAQ,1,IXIC,0,8/31/14,8/31/14,8/31/14,8/31/14,8/31/14,8/31/14,67.51,67.51,67.51,67.51,67.51,67.51,56.19,26.77,16.42,57.23,13.15,46.99,841880,841880,841880,841880,841880,841880,2381897,756915,712749,1129077,2646771,2231509,2003.37,2003.37,2003.37,2003.37,2003.37,2003.37,1930.67,1632.97,1406.58,1923.57,1218.89,1859.45,20.14593344,17.96260702,43.66886572,152.185282,311.1449452,413.3840304,-64.65506275,-25.43644056,-62.27306276,11.22517059,18.1173176,-68.19218587,3.765532173,4.148536315,7.739923096,22.68259674,42.42844346,64.36019657,1,0,0,No,Closely Related
Uber,Avis Budget Group,CAR,NASDAQ,1,IXIC,1,9/30/14,8/31/15,8/31/16,11/30/14,8/31/17,2/28/15,54.89,44.13,36.13,60.15,36.23,60.62,67.51,67.51,67.51,67.51,67.51,67.51,8836916,1651729,1062303,1074978,3500174,1551197,841880,841880,841880,841880,841880,841880,1972.29,1972.18,2170.95,2067.56,2471.65,2104.5,2003.37,2003.37,2003.37,2003.37,2003.37,2003.37,-18.69352688,-10.90208858,-10.20589542,-34.63190638,-46.48200267,-46.33387646,949.6645603,27.68779398,84.25393168,96.19530099,26.182235,315.7568775,-1.551385915,3.20410109,5.04799413,-1.556876663,8.364905135,23.37461378,1,0,0,Yes,Closely Related
Uber,RLJ Lodging Trust,RLJ,NYSE,0,NYA,0,8/31/14,8/31/14,8/31/14,8/31/14,8/31/14,8/31/14,29.81,29.81,29.81,29.81,29.81,29.81,28.04,22.98,17.84,27.71,13.26,25.99,639374,639374,639374,639374,639374,639374,902377,795212,159972,3215776,170208,925821,2003.37,2003.37,2003.37,2003.37,2003.37,2003.37,1930.67,1632.97,1406.58,1923.57,1218.89,1859.45,6.312410842,7.578491519,14.69796075,29.72149695,67.09641256,124.811463,-29.14557884,-80.11758282,-30.9397821,-19.59703827,299.6786938,275.642743,3.765532173,4.148536315,7.739923096,22.68259674,42.42844346,64.36019657,0,1,0,No,Less Closely Related
Uber,RLJ Lodging Trust,RLJ,NYSE,0,NYA,1,9/30/14,8/31/15,8/31/16,11/30/14,8/31/17,2/28/15,28.47,27.54,23.34,32.93,20.18,31.81,29.81,29.81,29.81,29.81,29.81,29.81,725987,1437928,1562304,421856,5328827,2083075,639374,639374,639374,639374,639374,639374,1972.29,1972.18,2170.95,2067.56,2471.65,2104.5,2003.37,2003.37,2003.37,2003.37,2003.37,2003.37,-4.49513586,10.46628648,6.709158001,-7.614894331,-21.70412613,-32.30459577,13.54653145,-34.02046377,225.799141,124.8962266,144.3490039,733.4444316,-1.551385915,3.20410109,5.04799413,-1.556876663,8.364905135,23.37461378,0,1,0,Yes,Less Closely Related
WeWork,Simon Property Group,SPG,NYSE,1,NYA,0,12/31/08,12/31/08,12/31/08,12/31/08,12/31/08,12/31/08,47.7014,47.7014,47.7014,47.7014,47.7014,47.7014,42.6466,77.985,90.9405,87.0889,68.8002,80.7054,4322445,4322445,4322445,4322445,4322445,4322445,3887475,2255517,749509,4202986,552523,2327683,903.25,903.25,903.25,903.25,903.25,903.25,896.24,1468.36,1418.3,1166.36,1248.29,1280,11.852762,-45.22677402,-40.89441351,-38.83259601,-47.54658266,-30.66677132,11.18901086,2.842241207,85.69732219,91.63876841,476.7035486,682.3104197,0.782156565,-22.5582153,-29.43359375,-38.48579367,-36.31460199,-27.64101291,0,1,0,No,Closely Related
WeWork,Simon Property Group,SPG,NYSE,1,NYA,1,1/31/09,12/31/09,12/31/10,3/31/09,12/31/11,6/30/09,38.5885,75.0308,93.544,31.8429,121.2339,47.7063,47.7014,47.7014,47.7014,47.7014,47.7014,47.7014,15665987,2464433,1220165,16482179,1018980,4422611,4322445,4322445,4322445,4322445,4322445,4322445,825.88,1115.1,1257.64,797.87,1257.61,919.32,903.25,903.25,903.25,903.25,903.25,903.25,-19.10405145,-33.24535548,0.010272235,57.29265808,96.10325902,154.1516601,262.4334607,281.316107,2.317345854,-42.9852086,-71.77141641,-76.42584232,-8.565734846,-11.66675893,1.779130916,23.45419319,39.23498478,39.23166344,0,1,0,Yes,Closely Related
WeWork,Power REIT,PW,NYSE,0,NYA,0,12/31/08,12/31/08,12/31/08,12/31/08,12/31/08,12/31/08,13.3179,13.3179,13.3179,13.3179,13.3179,13.3179,10.4502,8.6033,8.4733,8.7146,8.4455,9.2622,5148,5148,5148,5148,5148,5148,26175,754,1616,982,2586,323,903.25,903.25,903.25,903.25,903.25,903.25,896.24,1468.36,1418.3,1166.36,1248.29,1280,27.44158007,52.82284901,43.78765304,54.79990236,57.17489054,57.69226215,-80.33237822,424.2362525,1493.80805,582.7586207,218.5643564,99.07192575,0.782156565,-22.5582153,-29.43359375,-38.48579367,-36.31460199,-27.64101291,0,1,0,No,Less Closely Related
WeWork,Power REIT,PW,NYSE,0,NYA,1,1/31/09,12/31/09,12/31/10,3/31/09,12/31/11,6/30/09,11.1833,9.7242,10.4687,9.9676,10.3046,9.5637,13.3179,13.3179,13.3179,13.3179,13.3179,13.3179,3131,2613,1864,539,3400,3125,5148,5148,5148,5148,5148,5148,825.88,1115.1,1257.64,797.87,1257.61,919.32,903.25,903.25,903.25,903.25,903.25,903.25,-16.02805247,-25.1563685,-28.18912892,-26.98398396,-21.39376328,-22.62593953,-39.18026418,-89.52991453,-39.2968143,-49.24242424,-63.79176379,-33.95493395,-8.565734846,-11.66675893,1.779130916,23.45419319,39.23498478,39.23166344,0,1,0,Yes,Less Closely Related